MESANO,DESCRIÇÃO,PREÇO UNIT,QUANTIDADE
2017-10-01,LUSTRA MOVEL.,"1,82","12,00"
2017-10-01,SACO PARA LIXO 30LT.,"11,20","2,00"
2017-10-01,SACO PARA LIXO 50LT.,"24,92","2,00"
2017-10-01,SACO PARA LIXO 15LT.,"7,00","1,00"
2017-10-01,LUVA DE LATEX MEDIA.,"1,89","12,00"
2017-10-01,LUVA DE LATEX GRANDE.,"1,89","12,00"
2017-10-01,LUVA DE LATEX EXTRA GRANDE.,"1,89","12,00"
2017-10-01,DETERGENTE LIQUIDO 500ML,"1,38","72,00"
2017-10-01,ESPONJA DE ACO PCT. 08UND,"1,21","5,00"
2017-10-01,ALCOOL ETILICO.,"4,52","24,00"
2017-10-01,SABONETE LIQUIDO.,"12,00","2,00"
2017-10-01,SACO DE PANO ALVEJADO.,"2,53","30,00"
2017-10-01,SABAO EM BARRA GLICERINADO.,"5,07","3,00"
2017-10-01,VASSOURA PIACAVA.,"7,50","3,00"
2017-10-01,RODO DE MADEIRA,"3,55","2,00"
2017-10-01,RODO PLASTICO,"5,00","2,00"
2017-10-01,COPO DESCARTAVEL CAFE,"1,55","25,00"
2017-10-01,PAPEL TOALHA MULTIUSO,"2,96","12,00"
2017-10-01,SACO PARA LIXO 100LT.,"48,70","2,00"
2017-10-01,FACA P/COZINHA N.08 ACO CARBON,"9,82","4,00"
2017-10-01,LIMPA ALUMINIO FRASCO 500ML,"1,18","24,00"
2017-10-01,AGUA SANITARIA FR 2LT,"2,40","48,00"
2017-10-01,DESINFETANTE 02LITROS,"2,90","36,00"
2017-10-01,PANO DE LIMPEZA MULTI-USO,"9,70","2,00"
2017-10-01,LIMPADOR INSTANTANEO.,"1,65","72,00"
2017-10-01,SABAO EM PO.,"2,95","40,00"
2017-10-01,VASSOURA DE NYLON.,"5,95","2,00"
2017-10-01,PAPEL TOALHA INTERFOLHA,"39,70","3,00"
2017-10-01,CLORO LIQUIDO.,"2,00","48,00"
2017-10-01,DETERGENTE LIQUIDO 500ML,"1,38","72,00"
2017-10-01,ESPONJA DE ACO PCT. 08UND,"1,21","5,00"
2017-10-01,ALCOOL ETILICO.,"4,52","24,00"
2017-10-01,SABONETE LIQUIDO.,"12,00","2,00"
2017-10-01,TOALHA DE ROSTO.,"6,41","24,00"
2017-10-01,SACO DE PANO ALVEJADO.,"2,53","30,00"
2017-10-01,SABAO EM BARRA GLICERINADO.,"5,07","3,00"
2017-10-01,VASSOURA PIACAVA.,"7,50","3,00"
2017-10-01,RODO DE MADEIRA,"3,55","2,00"
2017-10-01,RODO PLASTICO,"5,00","2,00"
2017-10-01,COPO DESCARTAVEL CAFE,"1,55","25,00"
2017-10-01,PAPEL TOALHA MULTIUSO,"2,96","12,00"
2017-10-01,SACO PARA LIXO 100LT.,"48,70","2,00"
2017-10-01,LIMPA ALUMINIO FRASCO 500ML,"1,18","24,00"
2017-10-01,AGUA SANITARIA FR 2LT,"2,40","48,00"
2017-10-01,DESINFETANTE 02LITROS,"2,90","36,00"
2017-10-01,PANO DE LIMPEZA MULTI-USO,"9,70","2,00"
2017-10-01,LIMPADOR INSTANTANEO.,"1,65","72,00"
2017-10-01,SABAO EM PO.,"2,95","40,00"
2017-10-01,VASSOURA DE NYLON.,"5,95","2,00"
2017-10-01,PAPEL TOALHA INTERFOLHA,"39,70","3,00"
2017-10-01,CLORO LIQUIDO.,"2,00","48,00"
2017-10-01,OLEO SINTETICO SAE 5W40 1LT.,"22,70","36,00"
2017-10-01,OLEO SINTETICO SAE 5W40 1LT.,"22,70","6,00"
2017-10-01,CAMISETA DIVERSA - TAM. P,"19,00","11,00"
2017-10-01,CAMISETA DIVERSA - TAM. M,"19,00","36,00"
2017-10-01,CAMISETA DIVERSA - TAM. G,"19,00","32,00"
2017-10-01,"PILHA ALCALINA C MEDIA 1,5V","4,00","50,00"
2017-10-01,CARTUCHO 74 XL PRETO,"275,50","2,00"
2017-10-01,CARTUCHO 75 XL COLORIDO,"316,00","1,00"
2017-10-01,UNIDADE DE FUSAO BROTHER,"1.020,00","1,00"
2017-10-01,PAO DOCE KG,"5,30","20,00"
2017-10-01,BOLO.,"8,80","17,60"
2017-10-01,MACA NACIONAL.,"6,80","10,00"
2017-10-01,MELANCIA.,"1,99","161,00"
2017-10-01,ABACAXI QUALIDADE HAVAI.,"5,49","10,00"
2017-10-01,ROSCA TIPO RAINHA.,"8,00","4,80"
2017-10-01,BANANA PRATA KG.,"3,49","15,00"
2017-10-01,PNEU 205/70 15C.,"660,00","2,00"
2017-10-01,"DEXCLORFENIR.,MALEATO 0,4MG/ML","0,75","50,00"
2017-10-01,DIPIRONA SODICA 50MG/ML,"0,95","200,00"
2017-10-01,"METOPROLOL, SUCCINATO 50MG","0,49","1.500,00"
2017-10-01,PARACETAMOL 200MG/ML,"0,50","100,00"
2017-10-01,SINVASTATINA 40MG.,"0,11","1.500,00"
2017-10-01,AMIODARONA 200MG,"0,41","1.000,00"
2017-10-01,"CLONAZEPAM 2,5MG/ML","1,57","200,00"
2017-10-01,DIAZEPAM 10MG,"0,04","3.000,00"
2017-10-01,LORATADINA 1MG/ML,"1,90","50,00"
2017-10-01,CAPTOPRIL 25MG,"0,02","25.000,00"
2017-10-01,FUROSEMIDA 40MG,"0,02","6.000,00"
2017-10-01,PARACETAMOL 500MG.,"0,04","2.000,00"
2017-10-01,PREDNISONA 20MG,"0,18","1.000,00"
2017-10-01,SAIS PARA REIDRATACAO ORAL,"0,59","50,00"
2017-10-01,SULFAMETO+TRIMETOPRI 40+8MG/ML,"1,59","100,00"
2017-10-01,AMOXICILINA 500MG,"0,12","1.750,00"
2017-10-01,ACICLOVIR SODICO 50MG,"2,10","100,00"
2017-10-01,DIPIRONA SODICA 500MG,"0,07","5.000,00"
2017-10-01,LOSARTANA POTASSICA 50MG,"0,03","14.400,00"
2017-10-01,"METFORMINA, CLORIDRATO 850MG","0,04","9.600,00"
2017-10-01,FENOBARBITAL 100MG,"0,07","4.000,00"
2017-10-01,ALENDRONATO DE SODIO 70MG,"0,25","1.200,00"
2017-10-01,"CARVEDILOL 12,5MG","0,06","6.000,00"
2017-10-01,"CARVEDILOL 6,25MG","0,06","3.000,00"
2017-10-01,LEVODOPA+BENSERAZIDA 100+25MG,"0,88","600,00"
2017-10-01,"PROMETAZINA, CLORIDRATO 25MG","0,06","600,00"
2017-10-01,CARBAMAZEPINA 400MG,"0,32","1.500,00"
2017-10-01,"CARVEDILOL 3,125MG","0,06","3.000,00"
2017-10-01,GLIBENCLAMIDA 5MG,"0,02","3.000,00"
2017-10-01,HIDROCLOROTIAZIDA 25MG,"0,01","25.000,00"
2017-10-01,CARBONATO DE LITIO 300MG,"0,14","2.000,00"
2017-10-01,SUCO DE FRUTAS NATURAL 1L,"4,25","96,00"
2017-10-01,CHA A BASE DE HORTELA,"3,10","20,00"
2017-10-01,MUSSARELA FATIADA.,"27,00","1,80"
2017-10-01,AGUA MINERAL COPO.,"0,55","240,00"
2017-10-01,MORTADELA DE 1a QUALIDADE,"18,50","5,00"
2017-10-01,FLUIDO DE FREIO DOT3,"13,50","12,00"
2017-10-01,FLUIDO DOT4 SAE J1703,"18,50","12,00"
2017-10-01,COLA A BASE DE RESINA EPOXI,"4,00","1,00"
2017-10-01,PARAFUSO P/FIX. LAVATORIO B.8,"1,50","12,00"
2017-10-01,TUBO 150MM ESGOTO,"101,00","1,00"
2017-10-01,JUNCAO SIMPLES DE 75MM P/ ESGO,"6,40","2,00"
2017-10-01,"CIMENTO CP-II E 32, SACO 50KG","20,50","1,00"
2017-10-01,"ABRACADEIRA METALICA 1""","0,80","4,00"
2017-10-01,COPIA DE CHAVE,"7,00","6,00"
2017-10-01,"CLAVULANATO POTASSIO 50/12,5MG","6,92","30,00"
2017-10-01,CARBAMAZEPINA 20MG/ML,"8,24","10,00"
2017-10-01,CEFTRIAXONA 1G,"1,37","200,00"
2017-10-01,GLICLAZIDA 30MG,"0,10","3.600,00"
2017-10-01,HALOPERIDOL 5MG,"0,07","2.000,00"
2017-10-01,"NORTRIPTILINA, CLORIDRATO 25MG","0,22","300,00"
2017-10-01,SINVASTATINA 20MG.,"0,06","9.000,00"
2017-10-01,VALPROATO DE SODIO 288MG,"0,22","4.000,00"
2017-10-01,VALPROATO DE SODIO 500MG,"0,61","1.500,00"
2017-10-01,PNEU 175/70 R13.,"250,00","5,00"
2017-10-01,TONER 580 COMPATIVEL,"90,00","2,00"
2017-10-01,CARGA OXIGENIO 10M3,"215,00","2,00"
2017-11-01,SUCO DE FRUTAS NATURAL 1L,"4,25","10,00"
2017-11-01,PRESUNTO FATIADO.,"22,00","5,00"
2017-11-01,MUSSARELA FATIADA.,"27,00","5,00"
2017-11-01,5U0/ 915105/C BATERIA,"312,90","1,00"
2017-11-01,ACUCAR CRISTAL PT,"12,20","24,00"
2017-11-01,CAFE EM PO PT,"7,40","120,00"
2017-11-01,ACUCAR CRISTAL PT,"12,20","24,00"
2017-11-01,CAFE EM PO PT,"7,40","80,00"
2017-11-01,RECEITUARIO MEDICO,"2,18","200,00"
2017-11-01,AGUA MINERAL,"6,95","40,00"
2017-11-01,AGUA MINERAL,"6,95","40,00"
2017-11-01,AMBROXOL 30MG/5ML XAROPE 100,"1,47","50,00"
2017-11-01,AMBROXOL 15MG/5ML XAROPE 100,"1,43","50,00"
2017-11-01,AMINOFILINA 200 MG .,"0,10","1.800,00"
2017-11-01,ANLODIPINA 10 MG,"0,06","3.000,00"
2017-11-01,BETAMETASONA+CETONAZOL CREME,"6,79","100,00"
2017-11-01,ATENOLOL 100 MG .,"0,05","600,00"
2017-11-01,CETOCOANZOL CREME 30 G,"1,50","100,00"
2017-11-01,CILOSTAZOL 100 MG .,"0,47","3.000,00"
2017-11-01,CILOSTAZOL 50 MG .,"0,24","3.000,00"
2017-11-01,CINARIZINA 25 MG .,"0,08","1.500,00"
2017-11-01,CINARIZINA 75 MG .,"0,10","1.800,00"
2017-11-01,CLORPROMAZINA 100 MG .,"0,18","1.000,00"
2017-11-01,CLORTALIDONA 50 .,"0,13","1.400,00"
2017-11-01,DICLOFENACO POTASSICO 50 MG .,"0,05","1.200,00"
2017-11-01,"DIGOXINA 0,25 MG .","0,04","2.000,00"
2017-11-01,ESPIRONOLACTONA 25 MG .,"0,14","8.000,00"
2017-11-01,HALOPERIDOL 1 MG .,"0,10","2.000,00"
2017-11-01,BUTILBROMETO DE ESCOPALAMINA +,"0,41","1.500,00"
2017-11-01,ISOSSORBIDA MONONITRATO 40 MG,"0,21","3.000,00"
2017-11-01,LAMOTRIGINA 50 MG .,"0,21","3.000,00"
2017-11-01,LORAZEPAM 2 MG .,"0,06","2.000,00"
2017-11-01,NEOMICINA + BACITRACINA POMADA,"5,67","100,00"
2017-11-01,NIFEDIPINA 20 MG .,"0,03","3.600,00"
2017-11-01,NITROFURANTOINA 100 MG .,"0,17","1.120,00"
2017-11-01,PARACETAMOL + CARISOPRODOL +,"0,13","3.600,00"
2017-11-01,PREDNISONA 5 MG .,"0,07","3.000,00"
2017-11-01,SACCHAROMYCES BOULARDII 100 MG,"0,49","600,00"
2017-11-01,VITAMINA A + D + OX DE ZINCO,"2,50","200,00"
2017-11-01,ACEBROFILINA 50MG/5ML XAROPE,"4,05","50,00"
2017-11-01,CETOCONAZOL + BETAMETASONA +,"3,37","100,00"
2017-11-01,CETOCONAZOL 200 MG .,"0,12","500,00"
2017-11-01,CIPROFLOXACINO 500 MG .,"0,15","3.000,00"
2017-11-01,"CLONAZEPAM 0,5 MG .","0,06","2.000,00"
2017-11-01,COMPLEXO B DRAGEAS .,"0,04","5.000,00"
2017-11-01,DICLOFENACO DE SODIO 50 MG.,"0,03","2.000,00"
2017-11-01,DOMPERIDONA 10 MG .,"0,07","9.000,00"
2017-11-01,DOMPERIDONA 1MG/ML SUSPENSAO,"8,46","20,00"
2017-11-01,GLIMEPIRIDA 2 MG .,"0,10","1.800,00"
2017-11-01,GLIMEPIRIDA 4 MG.,"0,22","3.600,00"
2017-11-01,LAMOTRIGINA 100 MG .,"0,25","9.000,00"
2017-11-01,LORATADINA 10 MG .,"0,05","1.080,00"
2017-11-01,METILDOPA 250 MG .,"0,28","3.000,00"
2017-11-01,NIFEDIPINA RETARD 20 MG .,"0,06","1.500,00"
2017-11-01,NIMESULIDA 100 MG .,"0,07","1.800,00"
2017-11-01,PAROXETINA 20 MG .,"0,20","6.000,00"
2017-11-01,QUETIAPINA 100 MG .,"0,31","1.500,00"
2017-11-01,ACEBROFILINA 25MG/5ML XAROPE,"2,40","50,00"
2017-11-01,ACIDO VALPROICO 250MG/5ML XAR,"2,19","50,00"
2017-11-01,ALBENDAZOL 400MG,"0,38","400,00"
2017-11-01,ALOPURINOL 100 MG .,"0,04","3.000,00"
2017-11-01,ALOPURINOL 300 MG .,"0,12","1.000,00"
2017-11-01,AMOXICILINA 250MG/5ML 60 ML,"3,05","150,00"
2017-11-01,ATENOLOL 50 MG .,"0,03","6.000,00"
2017-11-01,AZITROMICINA SUSPENSAO 600 MG,"3,50","100,00"
2017-11-01,BROMOPRIDA 10 MG .,"0,16","2.400,00"
2017-11-01,DIMETICONA 40 MG .,"0,09","2.400,00"
2017-11-01,DIPIRONA 500 MG.,"0,07","3.000,00"
2017-11-01,GINKGO BILOBA 80 MG.,"0,15","3.000,00"
2017-11-01,LOSARTAM 100 MG .,"0,22","3.000,00"
2017-11-01,METFORMINA 500 MG .,"0,06","4.000,00"
2017-11-01,NISTATINA 100.000UI/G CREME,"4,00","100,00"
2017-11-01,PROPAFENONA 300 MG REVESTIDO,"0,60","1.800,00"
2017-11-01,GABAPENTINA 300 MG .,"0,30","900,00"
2017-11-01,ACIDO ACETILSALICILICO 100 MG,"0,02","20.000,00"
2017-11-01,ALPRAZOLAM 1 MG,"0,09","5.400,00"
2017-11-01,"ALPRAZOLAM 0,5 MG","0,10","5.400,00"
2017-11-01,CEFALEXINA 500 MG .,"0,39","3.000,00"
2017-11-01,ERITROMICINA ESTOLATO 500 MG,"1,90","480,00"
2017-11-01,ESPIRONOLACTONA 50 MG .,"0,23","4.500,00"
2017-11-01,FLUOXETINA 20 MG .,"0,04","14.000,00"
2017-11-01,LOSARTAM 25 MG,"0,24","4.500,00"
2017-11-01,MELOXICAM 15 MG .,"0,11","3.000,00"
2017-11-01,METILDOPA 500 MG .,"0,55","4.000,00"
2017-11-01,METILFENIDATO 10 MG .,"1,64","300,00"
2017-11-01,OXCARBAZEPINA 600 MG .,"0,95","3.000,00"
2017-11-01,PENTOXIFILINA 400 MG .,"0,50","1.500,00"
2017-11-01,QUETIAPINA 25 MG .,"0,17","6.000,00"
2017-11-01,TOPIRAMATO 25 MG .,"0,15","9.000,00"
2017-11-01,TOPIRAMATO 50MG,"0,16","6.000,00"
2017-11-01,AMITRIPTILINA 25 MG .,"0,04","12.000,00"
2017-11-01,AZITROMICINA 500 MG .,"0,46","2.400,00"
2017-11-01,CARBAMAZEPINA 200 MG,"0,07","6.000,00"
2017-11-01,CLOPIDOGREL 75 MG .,"0,38","7.000,00"
2017-11-01,DEXCLORFENIRAMINA 2 MG .,"0,06","2.000,00"
2017-11-01,DEXAMETASONA 1% CREME 10 G,"0,62","300,00"
2017-11-01,DIPIRONA 500MG/ML 10 ML,"0,56","300,00"
2017-11-01,ENALAPRIL 10 MG .,"0,03","3.000,00"
2017-11-01,ENALAPRIL MALEATO 20 MG .,"0,04","5.000,00"
2017-11-01,FLUCONAZOL 150 MG .,"0,25","500,00"
2017-11-01,GLIBENCLAMIDA 5 MG .,"0,02","3.000,00"
2017-11-01,NORFLOXACINO 400 MG .,"0,20","2.100,00"
2017-11-01,RANITIDINA 150 MG .,"0,07","6.000,00"
2017-11-01,SERTRALINA 50 MG .,"0,12","15.000,00"
2017-11-01,VERAPAMIL 80 MG .,"0,06","4.800,00"
2017-11-01,DIOSMINA + HESPERIDINA 450MG/,"0,28","25.200,00"
2017-11-01,LEVOTIROXINA 25 MCG .,"0,08","6.000,00"
2017-11-01,LEVOTIROXINA 50MCG .,"0,08","9.000,00"
2017-11-01,LEVOTIROXINA 75 MCG .,"0,10","6.000,00"
2017-11-01,LEVOTIROXINA 100 MCG,"0,08","3.000,00"
2017-11-01,OLANZAPINA 10 MG .,"0,61","150,00"
2017-11-01,PROPATILNITRATO 10 MG .,"0,38","9.600,00"
2017-11-01,RISPERIDONA 2 MG .,"0,14","3.000,00"
2017-11-01,RISPERIDONA 1 MG SOL ORAL,"5,99","50,00"
2017-11-01,CLONAZEPAM 2 MG .,"0,04","15.000,00"
2017-11-01,LEVODOPA  + BENSERAZIDA 200/50,"0,81","3.000,00"
2017-11-01,51722660 BRACO OSCILANTE DIR,"408,47","1,00"
2017-11-01,51722659 BRACO OSCILANTE ESQ,"408,47","1,00"
2017-11-01,51749835 AMORTECEDOR DIANT.,"234,59","2,00"
2017-11-01,97650655 CAIXA DE DIRECAO,"1.091,30","1,00"
2017-11-01,7087016 KIT AMORTECEDOR DIANT.,"64,17","2,00"
2017-11-01,50017753 COXIM ELASTICO,"99,33","2,00"
2017-11-01,7084170 PIVO DO BRACO OSCILANT,"80,83","1,00"
2017-11-01,7084171 PIVO DO BRACO OSCILANT,"80,83","1,00"
2017-11-01,46546254 CORREIA DENTADA,"88,39","1,00"
2017-11-01,7086687 TENSOR DA CORREIA DENT,"195,18","1,00"
2017-11-01,PAO FRANCES C.PRESUNTO E MUSSA,"2,00","100,00"
2017-11-01,BISCOITO DE POLVILHO,"12,00","5,00"
2017-11-01,MACA NACIONAL.,"6,80","20,00"
2017-11-01,SUCO DE FRUTAS NATURAL 1L,"4,25","20,00"
2017-11-01,LEITE EM CAIXA,"2,69","10,00"
2017-11-01,AGUA MINERAL COPO.,"0,55","50,00"
2017-11-01,BISCOITO SALGADO.,"3,40","20,00"
2017-11-01,BISCOITO DOCE.,"3,25","20,00"
2017-11-01,373/ 837501 ACIONAMENTO,"191,49","1,00"
2017-11-01,5U3/ 837399/A MANIVELA,"63,99","1,00"
2017-11-01,KIT DENGUE,"210,00","5,00"
2017-11-01,COLETES BRIM,"154,00","8,00"
2017-11-01,CALCAS BRIM,"116,00","8,00"
2017-11-01,BONE CAQUI,"29,00","6,00"
2017-11-01,CALCADO DE SEGURANCA EPI,"82,10","4,00"
2017-11-01,ENOXPARINA SODICA 40MG,"12,32","60,00"
2017-11-01,PNEU 175/70 R13.,"250,00","5,00"
2017-11-01,"SORO FISIOLOGICO 0,9% 100ML","1,89","300,00"
2017-11-01,MACA NACIONAL.,"6,80","20,00"
2017-11-01,PAO FRANCES C.PRESUNTO E MUSSA,"2,00","190,00"
2017-11-01,BISCOITO DE POLVILHO,"12,00","5,00"
2017-11-01,AMALGAMADOR ODONTOLOGICO,"872,00","1,00"
2017-11-01,APARELHO DE AR CONDICIONADO,"1.319,50","2,00"
2017-11-01,COMPUTADOR.,"1.790,00","5,00"
2017-11-01,COMPUTADOR.,"1.790,00","1,00"
2017-11-01,ALCOOL 70%,"4,50","72,00"
2017-11-01,MICROPORE 25MM X 10MTS,"1,65","100,00"
2017-11-01,SCALP 21 G,"0,17","300,00"
2017-11-01,SCALP 25 G,"0,17","200,00"
2017-11-01,TERMOMETRO CLINICO MERCURIO,"4,60","1,00"
2017-11-01,LUVAS PROCEDIMENTO M.,"13,68","21,00"
2017-11-01,LUVA PROCEDIMENTOS G.,"13,68","3,00"
2017-11-01,NO BREAK.,"420,00","2,00"
2017-11-01,MASSA CORRIDA - 18 LT.,"39,00","1,00"
2017-11-01,ROLO ESPUMA P/ PINTURA 15CM,"5,15","1,00"
2017-11-01,BANDEJA P/ PINTURA 23CM,"5,00","1,00"
2017-11-01,SOLVENTE P/ TINTA 900ML,"8,90","1,00"
2017-11-01,PAO FRANCES.,"4,95","6,20"
2017-11-01,ROSCA TIPO RAINHA.,"8,00","4,80"
2017-11-01,028/ 141036/S DISCO EMBREAGEM,"202,96","1,00"
2017-11-01,026/ 141117/13 PLATO,"166,27","1,00"
2017-11-01,088/ 141165/B ROLAMENTO,"61,08","1,00"
2017-11-01,036/ 109309/F TUCHO,"54,08","8,00"
2017-11-01,237/ 498103/2 JUNTA HOMOCINETI,"387,58","1,00"
2017-11-01,045/121011/JX/ BOMBA D. AGUA,"215,41","1,00"
2017-11-01,217/ 415049/1 MECANISMO,"781,15","1,00"
2017-12-01,PLACA WIRELESS.,"60,00","2,00"
2017-12-01,LEITE ESPECIAL 2,"48,90","3,00"
2017-12-01,LEITE ESPECIAL 8,"48,00","12,00"
2017-12-01,LEITE ESPECIAL 14,"39,90","6,00"
2017-12-01,LEITE ESPECIAL 16,"29,90","12,00"
2017-12-01,LEITE ESPECIAL 17,"19,50","12,00"
2017-12-01,LEITE ESPECIAL 18,"16,50","12,00"
2017-12-01,LEITE ESPECIAL 19,"16,50","12,00"
2017-12-01,OLEO SINTETICO SAE 5W40 1LT.,"22,70","18,00"
2017-12-01,CARGA OXIGENIO 10M3,"215,00","4,00"
2017-12-01,GUIA DE SAIDA DO PAPEL,"245,00","1,00"
2017-12-01,ROLO DE FUSOR,"160,00","1,00"
2017-12-01,GAS ENGARRAFADO 13 KG,"61,30","2,00"
2017-12-01,MESA DE MAYO,"530,00","1,00"
2017-12-01,51765346 GUARNICAO PORTA TRAS.,"254,69","1,00"
2017-12-01,7087458 JG. PALHETA LIMPADOR,"64,21","1,00"
2017-12-01,7088535 CJ.PASTILHAS DE FREIO,"138,05","1,00"
2017-12-01,100162401 CINTO DE SEGURANCA,"181,46","1,00"
2017-12-01,100162400 CINTO DE SEGURANCA,"181,46","1,00"
2017-12-01,46426860 TUBO RIGIDO,"143,14","1,00"
2017-12-01,46773202 BRACO DO LIMPADOR DO,"44,68","4,00"
2017-12-01,5U0/ 698151/B PASTILHA FREIO,"93,52","2,00"
2017-12-01,CARGA OXIGENIO 10M3,"215,00","1,00"
2017-12-01,CARGA OXIGENIO 01M3,"103,00","2,00"
2017-12-01,"VEICULO 05 LUGARES, 04 PORTAS","41.379,31","0,29"
2017-12-01,"VEICULO 05 LUGARES, 04 PORTAS","42.187,50","0,32"
2017-12-01,"VEICULO 05 LUGARES, 04 PORTAS","42.051,28","0,39"
2017-12-01,CARGA OXIGENIO 10M3,"215,00","1,00"
2017-12-01,CARGA OXIGENIO 01M3,"103,00","2,00"
2018-01-01,AGUA MINERAL,"6,95","60,00"
2018-01-01,AMIODARONA 200MG,"0,41","2.000,00"
2018-01-01,CEFALEXINA 250MG/5ML,"5,75","50,00"
2018-01-01,DIAZEPAM 10MG,"0,04","2.000,00"
2018-01-01,FENITOINA 100MG.,"0,17","3.000,00"
2018-01-01,LORATADINA 1MG/ML,"1,90","50,00"
2018-01-01,SUCO DE FRUTAS NATURAL 1L,"4,25","10,00"
2018-01-01,PAO FRANCES C.PRESUNTO E MUSSA,"2,00","50,00"
2018-01-01,GASOLINA COMUM OU ADITIVADA,"3,99","2.574,73"
2018-01-01,DIESEL S-10 COMUM,"3,18","599,24"
2018-01-01,GASOLINA COMUM OU ADITIVADA,"3,99","104,15"
2018-01-01,GASOLINA COMUM OU ADITIVADA,"4,19","375,18"
2018-01-01,DIESEL S-10 COMUM,"3,24","203,00"
2018-01-01,GASOLINA COMUM OU ADITIVADA,"4,19","34,50"
2018-01-01,LEITE ESPECIAL 2,"48,90","2,00"
2018-01-01,LEVOPROMAZINA 100 MG,"0,69","400,00"
2018-01-01,RISPERIDONA 1 MG .,"0,15","1.000,00"
2018-01-01,RISPERIDONA 2 MG .,"0,14","3.000,00"
2018-01-01,RISPERIDONA 1 MG SOL ORAL,"5,99","50,00"
2018-01-01,ACIDO ACETILSALICILICO 100 MG,"0,02","20.000,00"
2018-01-01,METILFENIDATO 10 MG .,"1,64","300,00"
2018-01-01,ALPRAZOLAM 1 MG,"0,09","3.600,00"
2018-01-01,"ALPRAZOLAM 0,5 MG","0,10","3.600,00"
2018-01-01,CEFALEXINA 500 MG .,"0,39","3.000,00"
2018-01-01,CLORTALIDONA 25 .,"0,25","1.800,00"
2018-01-01,DILTIAZEM 30 MG .,"0,16","3.000,00"
2018-01-01,FLUOXETINA 20 MG .,"0,04","10.800,00"
2018-01-01,LOSARTAM 25 MG,"0,24","6.000,00"
2018-01-01,OXCARBAZEPINA 600 MG .,"0,95","1.500,00"
2018-01-01,QUETIAPINA 25 MG .,"0,17","3.600,00"
2018-01-01,TOPIRAMATO 25 MG .,"0,15","10.080,00"
2018-01-01,TOPIRAMATO 50MG,"0,16","6.720,00"
2018-01-01,LEVODOPA  + BENSERAZIDA 200/50,"0,81","1.200,00"
2018-01-01,ACEBROFILINA 50MG/5ML XAROPE,"4,05","100,00"
2018-01-01,AMILORIDA + HIDROCLOROTIAZIDA,"0,21","1.800,00"
2018-01-01,ANLODIPINA 5 MG,"0,02","5.000,00"
2018-01-01,CETOCONAZOL + BETAMETASONA +,"3,37","50,00"
2018-01-01,CIPROFLOXACINO 500 MG .,"0,15","3.000,00"
2018-01-01,COMPLEXO B DRAGEAS .,"0,04","5.000,00"
2018-01-01,DOMPERIDONA 10 MG .,"0,07","9.000,00"
2018-01-01,DOMPERIDONA 1MG/ML SUSPENSAO,"8,46","50,00"
2018-01-01,GLIMEPIRIDA 2 MG .,"0,10","3.000,00"
2018-01-01,GLIMEPIRIDA 4 MG.,"0,22","1.800,00"
2018-01-01,LAMOTRIGINA 100 MG .,"0,25","6.000,00"
2018-01-01,LORATADINA 10 MG .,"0,05","1.800,00"
2018-01-01,METILDOPA 250 MG .,"0,28","3.000,00"
2018-01-01,NIFEDIPINA RETARD 20 MG .,"0,09","1.500,00"
2018-01-01,NIMESULIDA 100 MG .,"0,07","1.800,00"
2018-01-01,PAROXETINA 20 MG .,"0,20","6.000,00"
2018-01-01,QUETIAPINA 100 MG .,"0,31","2.800,00"
2018-01-01,VITAMINA A + D GOTAS .,"4,65","50,00"
2018-01-01,CLONAZEPAM 2 MG .,"0,04","9.000,00"
2018-01-01,DIOSMINA + HESPERIDINA 450MG/,"0,28","25.200,00"
2018-01-01,LEVOTIROXINA 25 MCG .,"0,08","4.320,00"
2018-01-01,LEVOTIROXINA 50MCG .,"0,08","1.440,00"
2018-01-01,LEVOTIROXINA 75 MCG .,"0,10","2.880,00"
2018-01-01,LEVOTIROXINA 100 MCG,"0,08","2.880,00"
2018-01-01,PROPATILNITRATO 10 MG .,"0,38","7.200,00"
2018-01-01,ORLISTATE 120 MG.,"2,30","420,00"
2018-01-01,AMITRIPTILINA 25 MG .,"0,04","15.000,00"
2018-01-01,AZITROMICINA 500 MG .,"0,46","600,00"
2018-01-01,CARBAMAZEPINA 200 MG,"0,07","10.000,00"
2018-01-01,CLOPIDOGREL 75 MG .,"0,38","2.800,00"
2018-01-01,DEXCLORFENIRAMINA 2 MG .,"0,06","1.000,00"
2018-01-01,DEXAMETASONA 1% CREME 10 G,"0,62","300,00"
2018-01-01,DIPIRONA 500MG/ML 10 ML,"0,56","300,00"
2018-01-01,ENALAPRIL 10 MG .,"0,03","6.000,00"
2018-01-01,ENALAPRIL MALEATO 20 MG .,"0,04","3.000,00"
2018-01-01,GLIBENCLAMIDA 5 MG .,"0,02","6.000,00"
2018-01-01,HIDROCLOROTIAZIDA 25 MG .,"0,02","30.000,00"
2018-01-01,NORFLOXACINO 400 MG .,"0,20","1.400,00"
2018-01-01,RANITIDINA 150 MG .,"0,07","12.000,00"
2018-01-01,SERTRALINA 50 MG .,"0,12","9.800,00"
2018-01-01,VERAPAMIL 80 MG .,"0,06","1.600,00"
2018-01-01,AMBROXOL 30MG/5ML XAROPE 100,"1,47","50,00"
2018-01-01,AMBROXOL 15MG/5ML XAROPE 100,"1,43","100,00"
2018-01-01,AMINOFILINA 100MG,"0,06","1.000,00"
