BuildingArea,YearBuilt,Car,Address,Postcode,Rooms,Price,Date
303.0,1950.0,2.0,8 Ashmore Av,3195.0,4,1800000.0,12/08/2017
,,2.0,6 Winterset Cl,3195.0,4,1440000.0,12/08/2017
3.0,2000.0,2.0,1/37 Bennett Av,3149.0,3,900000.0,12/08/2017
,,1.0,1/21 Herbert St,3149.0,2,730000.0,12/08/2017
431.0,2015.0,2.0,44 William St,3149.0,5,2558000.0,12/08/2017
,,7.0,95 Wanda St,3170.0,4,1001000.0,12/08/2017
,,2.0,6 Forsyth Ct,3805.0,4,655000.0,12/08/2017
,,0.0,77 Farm St,3015.0,2,1050000.0,12/08/2017
126.7,2005.0,2.0,5/13 Liley St,3015.0,3,730000.0,12/08/2017
,2017.0,2.0,50 Peel St,3015.0,3,1195000.0,12/08/2017
,,2.0,46A Schutt St,3015.0,4,923000.0,12/08/2017
,1990.0,1.0,2/22 Thorpe St,3015.0,2,600000.0,12/08/2017
207.0,2016.0,1.0,45 Muriel St,3042.0,3,1230000.0,12/08/2017
,,1.0,60 Arden St,3051.0,4,1475000.0,12/08/2017
,1983.0,1.0,50/171 Flemington Rd,3051.0,2,450000.0,12/08/2017
,,1.0,19/49 Haines St,3051.0,2,525000.0,12/08/2017
,,2.0,41 Barry St,3070.0,3,1225000.0,12/08/2017
,,1.0,40 Gadd St,3070.0,4,1955000.0,12/08/2017
,,2.0,21 Simpson St,3070.0,3,2775000.0,12/08/2017
,,2.0,23 High St,3131.0,3,1310000.0,12/08/2017
,1970.0,3.0,6 Gillon Ct,3166.0,4,1415000.0,12/08/2017
62.0,1980.0,1.0,3/6 Reid St,3167.0,2,601000.0,12/08/2017
,,1.0,12/26 Lillimur Rd,3204.0,2,440000.0,12/08/2017
54.0,2009.0,1.0,22/30 Lillimur Rd,3204.0,1,370000.0,12/08/2017
,,2.0,8 Hicks St,3195.0,3,1051000.0,12/08/2017
,,2.0,1/41 Seventh St,3195.0,3,1206000.0,12/08/2017
149.0,2014.0,1.0,1/22 Archibald St,3044.0,3,900000.0,12/08/2017
,,2.0,14 Oakbank Gr,3044.0,3,940000.0,12/08/2017
35.0,1970.0,1.0,2/566 Pascoe Vale Rd,3044.0,1,257500.0,12/08/2017
35.0,1970.0,1.0,4/566 Pascoe Vale Rd,3044.0,1,257500.0,12/08/2017
190.0,2017.0,2.0,17 Valerie St,3044.0,3,1114000.0,12/08/2017
185.0,2014.0,2.0,4 Hewett Dr,3030.0,3,520000.0,12/08/2017
,2006.0,2.0,133 Lennon Bvd,3030.0,4,715000.0,12/08/2017
,,3.0,25 Barak Rd,3207.0,3,1900000.0,12/08/2017
,2000.0,2.0,202/90 Beach St,3207.0,2,1480000.0,12/08/2017
77.0,2013.0,1.0,305/38 Nott St,3207.0,2,760000.0,12/08/2017
154.0,1910.0,2.0,19 Airlie Av,3181.0,4,2635000.0,12/08/2017
100.0,1910.0,0.0,95 Chomley St,3181.0,2,1250000.0,12/08/2017
50.0,1960.0,2.0,4/24 Grandview Gr,3181.0,1,400000.0,12/08/2017
275.0,1930.0,2.0,8 Linden Ct,3181.0,4,4200000.0,12/08/2017
,,1.0,11A Percy St,3181.0,2,1310000.0,12/08/2017
78.0,2000.0,2.0,20/20 St Edmonds Rd,3181.0,2,626000.0,12/08/2017
,,2.0,19 Bruce St,3072.0,3,1270000.0,12/08/2017
,,5.0,210 Gower St,3072.0,3,980000.0,12/08/2017
140.0,1940.0,2.0,66 McNamara St,3072.0,4,1148000.0,12/08/2017
,,1.0,78 Arnold St,3054.0,3,1540000.0,12/08/2017
,,4.0,32A Broadhurst Av,3073.0,4,1210000.0,12/08/2017
99.0,1960.0,2.0,13 Clinnick St,3073.0,3,935000.0,12/08/2017
119.0,1950.0,2.0,22 Dyson St,3073.0,3,510000.0,12/08/2017
,,2.0,39 Gertz Av,3073.0,5,861000.0,12/08/2017
,,2.0,1053 High St,3073.0,3,732000.0,12/08/2017
157.0,1995.0,2.0,13 Nutwood St,3073.0,4,755000.0,12/08/2017
,1970.0,1.0,1/72 Pine St,3073.0,1,325000.0,12/08/2017
260.0,1940.0,2.0,52 Powell St,3073.0,4,1200000.0,12/08/2017
,,2.0,12 Gordon Ct,3134.0,3,1450000.0,12/08/2017
133.0,2005.0,1.0,6A Heather Gr,3134.0,3,800000.0,12/08/2017
,,1.0,1/14 Paxton St,3134.0,2,655000.0,12/08/2017
,,2.0,41 Felix Cr,3134.0,4,812000.0,12/08/2017
,,2.0,157 Bellevue Av,3084.0,3,1400000.0,12/08/2017
210.0,1975.0,3.0,7 Pilgrim Ct,3084.0,5,1170000.0,12/08/2017
,,2.0,38 Armstrong Dr,3178.0,5,970000.0,12/08/2017
,,4.0,26 Kirkwood Av,3191.0,5,3350000.0,12/08/2017
,2012.0,2.0,76 Vincent St,3191.0,5,2255000.0,12/08/2017
151.0,1981.0,2.0,5 Drysdale Ct,3179.0,3,870000.0,12/08/2017
,,2.0,124 Albert St,3011.0,4,1870000.0,12/08/2017
,,2.0,13/297 Dorcas St,3205.0,3,1750000.0,12/08/2017
93.0,1900.0,1.0,426 Dorcas St,3205.0,4,1800000.0,12/08/2017
,1890.0,0.0,173 Nelson Rd,3205.0,4,3825000.0,12/08/2017
163.0,2008.0,2.0,15 Vincent Dr,3752.0,4,485000.0,12/08/2017
109.0,1930.0,1.0,2/1 Alexandra Av,3141.0,2,1350000.0,12/08/2017
20.0,,3.0,44/100 Commercial Rd,3141.0,3,940000.0,12/08/2017
50.0,1960.0,1.0,10/20 Cromwell Rd,3141.0,1,410000.0,12/08/2017
,,0.0,2/12 Kensington Rd,3141.0,2,980000.0,12/08/2017
,,0.0,104/5 Wilson St,3141.0,1,380000.0,12/08/2017
88.0,,1.0,17/30 Miles St,3006.0,2,625000.0,12/08/2017
,,2.0,67 Glendale Rd,3171.0,6,917000.0,12/08/2017
,,2.0,38 Charlbury Gr,3021.0,4,632500.0,12/08/2017
,,0.0,148 Power St,3021.0,3,702000.0,12/08/2017
107.0,1950.0,0.0,12/14 Chapel St,3182.0,2,701000.0,12/08/2017
160.0,1910.0,3.0,48 Greeves St,3182.0,4,1600000.0,12/08/2017
355.0,1999.0,4.0,78 Bulla Rd,3041.0,7,2000000.0,12/08/2017
274.0,1955.0,2.0,5 Kilburn St,3041.0,4,1610000.0,12/08/2017
,,3.0,38 Upland Rd,3041.0,3,1742000.0,12/08/2017
,,1.0,47 York St,3041.0,3,1016000.0,12/08/2017
130.0,1950.0,1.0,75 Duke St,3020.0,3,700000.0,12/08/2017
94.0,1940.0,0.0,80 Wright St,3020.0,2,615000.0,12/08/2017
,,2.0,60 Murray St,3020.0,3,650000.0,12/08/2017
309.0,2016.0,2.0,37 Newton St,3127.0,5,2400000.0,12/08/2017
,,2.0,3/51 Park Rd,3127.0,3,938000.0,12/08/2017
,,2.0,66 Union Rd,3127.0,4,2290000.0,12/08/2017
,,2.0,424 Whitehorse Rd,3127.0,3,1775000.0,12/08/2017
,,4.0,8 Stockyard Cl,3037.0,3,659500.0,12/08/2017
167.0,2010.0,2.0,37 Tyler Cr,3029.0,4,505000.0,12/08/2017
159.0,2009.0,2.0,4 Welford St,3029.0,4,560000.0,12/08/2017
,,2.0,21 Fastnet Dr,3038.0,4,701000.0,12/08/2017
,,3.0,7 Atkinson St,3106.0,4,2600000.0,12/08/2017
167.0,1980.0,2.0,67 Hawtin St,3106.0,4,1205000.0,12/08/2017
334.0,1990.0,2.0,270 Serpells Rd,3106.0,5,1750000.0,12/08/2017
,1980.0,2.0,25 Templemore Dr,3106.0,4,1350000.0,12/08/2017
,1995.0,3.0,5 Timothy Ct,3106.0,5,2300000.0,12/08/2017
,,2.0,4 Wynnewood Ct,3106.0,5,2330000.0,12/08/2017
,,3.0,38 Caroline Dr,3107.0,3,1350000.0,12/08/2017
250.0,1975.0,2.0,53 Fyfe Dr,3107.0,5,1410000.0,12/08/2017
,,2.0,24 Marcus Rd,3107.0,3,1204000.0,12/08/2017
,,0.0,14 Bayview Cr,3154.0,3,610000.0,12/08/2017
,,2.0,8 Barbara Ct,3074.0,4,760000.0,12/08/2017
121.0,1980.0,2.0,5 Natalie Ct,3074.0,3,670000.0,12/08/2017
176.0,1930.0,2.0,3/716 Orrong Rd,3142.0,3,1860000.0,12/08/2017
,1975.0,2.0,9/758 Orrong Rd,3142.0,3,1400000.0,12/08/2017
133.0,1940.0,1.0,6/14 Woorigoleen Rd,3142.0,3,1350000.0,12/08/2017
,,2.0,112 Baroda St,3032.0,4,2070000.0,12/08/2017
,,2.0,25 Caldwell Rd,3133.0,3,865000.0,12/08/2017
192.0,1978.0,0.0,11 Manhattan Sq,3133.0,4,980000.0,12/08/2017
,,2.0,9 Coltain St,3133.0,4,950000.0,12/08/2017
,,2.0,32 Sherlowe Cr,3084.0,4,1295000.0,12/08/2017
,,4.0,11 Eclipse Cr,3087.0,4,788800.0,12/08/2017
,,2.0,1B High St,3087.0,3,900000.0,12/08/2017
,,1.0,61 Princes St,3087.0,3,700000.0,12/08/2017
101.0,1983.0,4.0,3 Argyle Cr,3030.0,4,455000.0,12/08/2017
,,2.0,4 Gossamer St,3030.0,3,483000.0,12/08/2017
125.0,1980.0,1.0,24 Swallow St,3030.0,3,455000.0,12/08/2017
130.0,1945.0,1.0,18 Molesworth Ct,3012.0,4,1276000.0,12/08/2017
,1980.0,4.0,63 Kenny St,3049.0,3,700000.0,12/08/2017
,,1.0,12 Tylden Pl,3049.0,3,729000.0,12/08/2017
,,2.0,18 Garnett Rd,3150.0,4,1184000.0,12/08/2017
162.0,1971.0,2.0,3 Jensen Ct,3150.0,4,1157000.0,12/08/2017
237.0,1970.0,2.0,19 Kooringa Cr,3150.0,5,1100000.0,12/08/2017
,,2.0,119 Hannan St,3016.0,4,2200000.0,12/08/2017
,,0.0,27 Andrew St,3181.0,2,865000.0,12/08/2017
177.0,,2.0,2 Rindlebrook Pl,3115.0,3,900000.0,12/08/2017
179.0,2005.0,1.0,6 Melliodora Ct,3024.0,4,500000.0,12/08/2017
176.0,2012.0,2.0,1/23 Bena St,3013.0,4,1142000.0,12/08/2017
,,6.0,39 Benbow St,3013.0,3,1100000.0,12/08/2017
84.0,2013.0,1.0,33A Severn St,3013.0,2,780000.0,12/08/2017
,,2.0,19/37 Stephen St,3013.0,3,920000.0,12/08/2017
85.0,,1.0,8/232 Williamstown Rd,3013.0,2,500000.0,12/08/2017
,,3.0,33 Robyn Av,3021.0,4,655000.0,15/07/2017
,,1.0,43 David St,3018.0,4,890000.0,15/07/2017
180.0,1985.0,2.0,35 Lowe Av,3018.0,4,935000.0,15/07/2017
130.0,2014.0,2.0,65 Sargood St,3018.0,3,815000.0,15/07/2017
,1990.0,1.0,2/6 Carling Ct,3028.0,3,440500.0,15/07/2017
88.0,1965.0,1.0,4/15 Stapley Cr,3025.0,3,451500.0,15/07/2017
164.0,2005.0,2.0,24/157 Epsom Rd,3032.0,3,825000.0,15/07/2017
82.0,1960.0,1.0,2/25 Harold St,3032.0,2,425500.0,15/07/2017
,1910.0,0.0,20 Kent St,3032.0,2,920000.0,15/07/2017
,,1.0,8/39 Maribyrnong Rd,3032.0,3,762000.0,15/07/2017
126.0,1900.0,0.0,37 Roxburgh St,3032.0,3,1306000.0,15/07/2017
,1972.0,1.0,1/129 The Parade,3032.0,2,566000.0,15/07/2017
130.0,1965.0,1.0,10 Kiewa St,3147.0,3,1420000.0,15/07/2017
164.0,2006.0,2.0,5/148 Nepean Hwy,3195.0,3,805000.0,15/07/2017
163.0,1975.0,1.0,9 Thompson St,3034.0,4,934000.0,15/07/2017
,,1.0,1/36 The Avenue,3183.0,2,585000.0,15/07/2017
210.0,1970.0,4.0,92 Winmalee Rd,3103.0,3,2330000.0,15/07/2017
,1995.0,2.0,1/54 Maud St,3104.0,3,1721000.0,15/07/2017
,,2.0,20 Blandford Cr,3153.0,3,650000.0,15/07/2017
148.0,1980.0,2.0,17 Kalawar Av,3153.0,3,762000.0,15/07/2017
,,2.0,1 Pell St,3165.0,4,1384000.0,15/07/2017
,,1.0,22 Cootamundra Cr,3130.0,3,1350000.0,15/07/2017
96.0,1950.0,2.0,17 Hirst St,3130.0,3,1070000.0,15/07/2017
,,1.0,18 Masons Rd,3130.0,2,1500000.0,15/07/2017
,,2.0,74 Williams Rd,3130.0,3,1200000.0,15/07/2017
,,2.0,42 Junction Rd,3130.0,6,1200000.0,15/07/2017
,,1.0,169 Springfield Rd,3130.0,3,1100000.0,15/07/2017
305.0,1940.0,1.0,1/108 Surrey Rd,3130.0,2,706000.0,15/07/2017
138.0,1980.0,2.0,3 Devenish Rd,3155.0,3,785000.0,15/07/2017
255.0,1970.0,4.0,10 Hansen Rd,3155.0,4,950000.0,15/07/2017
226.0,1900.0,2.0,51 Bay St,3186.0,4,2800000.0,15/07/2017
35.0,1960.0,1.0,37/18 Cochrane St,3186.0,1,290000.0,15/07/2017
92.0,1965.0,1.0,37 Gosford Cr,3047.0,3,570500.0,15/07/2017
158.0,1960.0,2.0,37 Stanhope St,3047.0,4,631000.0,15/07/2017
66.0,2000.0,1.0,1/42 Nolan Av,3012.0,2,372100.0,15/07/2017
184.0,1920.0,1.0,15 Hall St,3056.0,4,1350000.0,15/07/2017
,,0.0,44 Mitchell St,3056.0,5,1300000.0,15/07/2017
,,1.0,23/1 Pottery Ct,3056.0,1,315000.0,15/07/2017
78.0,2013.0,1.0,2/111 Victoria St,3057.0,2,702500.0,15/07/2017
36.0,1970.0,1.0,10/3 Allard St,3055.0,1,275000.0,15/07/2017
77.0,1950.0,1.0,22 Henderson St,3055.0,2,835000.0,15/07/2017
,2006.0,2.0,5 Ball Ct,3083.0,10,900000.0,15/07/2017
142.0,1968.0,1.0,27 Norfolk Cr,3083.0,3,710000.0,15/07/2017
,,1.0,45 Lenna St,3151.0,3,1320000.0,15/07/2017
,,1.0,1/11 Rosstown Rd,3163.0,2,480000.0,15/07/2017
171.0,1920.0,1.0,55 Tranmere Av,3163.0,3,1840000.0,15/07/2017
68.0,1960.0,1.0,5/40 Woorayl St,3163.0,2,430000.0,15/07/2017
,,1.0,45 Abbington Cr,3023.0,3,525000.0,15/07/2017
94.0,1980.0,1.0,20 Parkside Bvd,3197.0,2,495000.0,15/07/2017
101.0,2009.0,3.0,10A William Rd,3201.0,2,403500.0,15/07/2017
,,1.0,13 Lord St,3145.0,4,1550000.0,15/07/2017
53.0,1975.0,1.0,4/7 Hudson St,3161.0,1,361000.0,15/07/2017
151.0,2000.0,2.0,1/3 Evans St,3148.0,3,960000.0,15/07/2017
,,2.0,1/30 Morton St,3168.0,3,696000.0,15/07/2017
,,2.0,25 View St,3168.0,5,1115000.0,15/07/2017
,,2.0,32 Wellington Rd,3168.0,3,1950000.0,15/07/2017
,,4.0,48 McMillan St,3169.0,4,962000.0,15/07/2017
102.0,1920.0,0.0,19 Hall St,3058.0,3,900000.0,15/07/2017
46.0,1960.0,0.0,6/13 Alexander St,3066.0,1,365000.0,15/07/2017
114.0,2013.0,1.0,28/60 Cradle Mountain Dr,3064.0,2,310000.0,15/07/2017
120.0,1950.0,1.0,33 Jackson St,3136.0,3,662000.0,15/07/2017
,1950.0,2.0,2/25 Ruskin Av,3136.0,3,625500.0,15/07/2017
,1970.0,0.0,18 Berger St,3047.0,3,459000.0,15/07/2017
,,1.0,21 Pyalong Cr,3047.0,3,420500.0,15/07/2017
,,2.0,28 Ray St,3175.0,4,583000.0,15/07/2017
,,2.0,84 Loch Rd,3175.0,3,618500.0,15/07/2017
,,1.0,3 Victor Av,3175.0,3,727000.0,15/07/2017
,,0.0,26 Irvine St,3023.0,3,535000.0,15/07/2017
153.0,1995.0,2.0,10 Alexander Cl,3037.0,3,560000.0,15/07/2017
,,2.0,61 Windsor Bvd,3030.0,4,860000.0,15/07/2017
185.0,1998.0,2.0,18 Albert Pl,3172.0,3,802000.0,15/07/2017
150.0,1980.0,4.0,29 Elliott Cr,3172.0,3,800000.0,15/07/2017
181.0,1975.0,2.0,5 Tarnook Ct,3172.0,4,854000.0,15/07/2017
,,2.0,26 Champion St,3109.0,3,1735000.0,15/07/2017
187.0,2007.0,2.0,6/22 Powers St,3111.0,3,920000.0,15/07/2017
116.0,1960.0,2.0,14 Sturdee Rd,3111.0,3,904000.0,15/07/2017
,1955.0,3.0,5 Crimson Dr,3177.0,3,500000.0,15/07/2017
116.0,1955.0,2.0,104 Studley Rd,3084.0,3,1440000.0,15/07/2017
,,2.0,307/242 Glen Huntly Rd,3185.0,3,900000.0,15/07/2017
,,1.0,1/44 Arthur St,3095.0,2,540000.0,15/07/2017
230.0,1974.0,2.0,38 Meruka Dr,3095.0,4,1054000.0,15/07/2017
165.0,1980.0,2.0,18 Struan Av,3802.0,4,625000.0,15/07/2017
155.0,1970.0,2.0,1 Centurion Ct,3076.0,3,600000.0,15/07/2017
,,1.0,9 Inverloch St,3076.0,2,401500.0,15/07/2017
127.0,2012.0,2.0,40 Lyndarum Dr,3076.0,3,630000.0,15/07/2017
355.0,2009.0,3.0,4 Nuthall Wy,3076.0,4,1012000.0,15/07/2017
110.0,1985.0,2.0,1 Saddlers Ct,3076.0,4,565000.0,15/07/2017
62.0,1980.0,1.0,10/10 Ardoch St,3040.0,2,502500.0,15/07/2017
,,1.0,103 Woodland St,3040.0,3,1550000.0,15/07/2017
,,1.0,3/15 Woodvale Cl,3040.0,2,420000.0,15/07/2017
,,2.0,2/9 McCulloch St,3041.0,2,785000.0,15/07/2017
198.0,1950.0,1.0,384 Buckley St,3040.0,3,1410000.0,15/07/2017
,,1.0,9 James St,3060.0,3,750000.0,15/07/2017
280.0,1960.0,4.0,5 Bruce Cr,3156.0,4,748888.0,15/07/2017
148.0,1985.0,1.0,42 Bryden Dr,3156.0,4,850000.0,15/07/2017
57.0,2013.0,1.0,205/96 Charles St,3065.0,1,490000.0,15/07/2017
,,1.0,4/199 Barkly St,3068.0,1,381000.0,15/07/2017
,,1.0,86/682 Nicholson St,3068.0,2,650000.0,15/07/2017
,,0.0,37 Woodside St,3068.0,3,1502000.0,15/07/2017
,,2.0,60 Cross St,3011.0,3,878000.0,15/07/2017
,,1.0,19/44 Everard St,3011.0,3,440000.0,15/07/2017
73.0,1970.0,1.0,5/248 Gordon St,3011.0,2,395000.0,15/07/2017
106.0,1910.0,1.0,27 Leander St,3011.0,2,991000.0,15/07/2017
194.0,2010.0,2.0,35 Panorama Dr,3131.0,4,945000.0,15/07/2017
116.4,1970.0,1.0,52 Parkmore Rd,3131.0,2,1020000.0,15/07/2017
,,2.0,2 Thornhill Dr,3131.0,6,1234000.0,15/07/2017
123.0,1984.0,4.0,12 Tantani St,3199.0,3,506000.0,15/07/2017
163.0,1960.0,1.0,50 Towerhill Rd,3199.0,4,755000.0,15/07/2017
,,3.0,21 Braeside Rd,3437.0,4,807000.0,15/07/2017
103.0,1950.0,1.0,1/12 Rodney St,3437.0,3,426000.0,15/07/2017
77.0,1960.0,1.0,3/14 Charles St,3146.0,2,540000.0,15/07/2017
101.0,1990.0,1.0,2/25 Fernhill St,3150.0,2,960000.0,15/07/2017
182.85,1960.0,2.0,707 Waverley Rd,3150.0,5,1116500.0,15/07/2017
,1985.0,1.0,1/39 Alexandra St,3088.0,2,610000.0,15/07/2017
,,1.0,48 Duncan Av,3088.0,3,690000.0,15/07/2017
79.0,1965.0,1.0,1/111 Nepean St,3088.0,2,585000.0,15/07/2017
,1973.0,2.0,4 Nokuna Ct,3088.0,3,800000.0,15/07/2017
169.0,1960.0,2.0,13 Stowe Av,3088.0,4,800000.0,15/07/2017
130.0,1970.0,1.0,54 Warralong Av,3088.0,3,896000.0,15/07/2017
,,2.0,18 Warruga Pl,3088.0,3,1010000.0,15/07/2017
,,2.0,1/35 Holyrood St,3188.0,3,1660000.0,15/07/2017
,,2.0,13 Kyarra St,3188.0,2,1960000.0,15/07/2017
,,2.0,1/164 Barkers Rd,3122.0,3,1200000.0,15/07/2017
,1980.0,0.0,1/23 Glen St,3122.0,2,670000.0,15/07/2017
,2014.0,1.0,504/2 Golding St,3122.0,2,600000.0,15/07/2017
,,1.0,1/23 Hawthorn Gr,3122.0,1,415000.0,15/07/2017
119.0,2000.0,1.0,15/1 Muir St,3122.0,3,1150000.0,15/07/2017
109.5,1999.0,1.0,24/1 Muir St,3122.0,3,1100000.0,15/07/2017
80.0,1980.0,1.0,1/34 Campbell St,3135.0,2,525000.0,15/07/2017
107.0,2013.0,1.0,2/3 Mary Av,3081.0,2,650000.0,15/07/2017
75.0,1955.0,2.0,54 Alamein Rd,3081.0,2,580000.0,15/07/2017
,,1.0,2 Maple Ct,3081.0,2,820000.0,15/07/2017
,1999.0,3.0,22 Santolin Dr,3037.0,4,600000.0,15/07/2017
129.7,1972.0,4.0,30 Don Av,3029.0,3,536500.0,15/07/2017
,,2.0,53 Mossfiel Dr,3029.0,3,541000.0,15/07/2017
,1975.0,2.0,62 Powell Dr,3029.0,3,557000.0,15/07/2017
,,2.0,82 McArthur Rd,3079.0,2,1601000.0,15/07/2017
,,2.0,13 Robinson St,3047.0,3,559000.0,15/07/2017
,,2.0,15 Feathertop Dr,3036.0,3,930000.0,15/07/2017
198.0,2000.0,3.0,11 Cromer Pl,3038.0,4,705000.0,15/07/2017
152.0,1980.0,2.0,4 Nandeen Ct,3038.0,4,590000.0,15/07/2017
140.0,1960.0,1.0,54 David Av,3033.0,3,920000.0,15/07/2017
267.0,2011.0,2.0,44 Granite Wy,3033.0,4,1100000.0,15/07/2017
138.0,1970.0,2.0,14 Noga Av,3033.0,3,840000.0,15/07/2017
,1960.0,1.0,43 The Crossway,3033.0,3,860000.0,15/07/2017
,,0.0,2 Collett St,3031.0,3,840000.0,15/07/2017
110.0,1998.0,1.0,11/12 Mawbey St,3031.0,2,535000.0,15/07/2017
103.0,1960.0,2.0,2/8 Pleasant Av,3101.0,3,1080000.0,15/07/2017
131.0,1975.0,2.0,3 Oakwood Dr,3173.0,4,575000.0,15/07/2017
,,2.0,43 Green Av,3083.0,3,740000.0,15/07/2017
,,2.0,22 Watersedge Cl,3180.0,4,1040000.0,15/07/2017
,,2.0,92 Sarissa St,3075.0,4,795000.0,15/07/2017
,,3.0,6 Willard Ct,3075.0,4,660000.0,15/07/2017
,,2.0,15 Havelock St,3012.0,2,1170000.0,15/07/2017
116.0,1940.0,4.0,20 Jackson St,3012.0,3,930000.0,15/07/2017
104.0,2013.0,1.0,76A Norfolk St,3012.0,2,650000.0,15/07/2017
131.0,2000.0,2.0,72B Richelieu St,3012.0,3,702000.0,15/07/2017
,1999.0,1.0,3/26 McArthur St,3144.0,2,575000.0,15/07/2017
,2009.0,2.0,1/59 Middle Rd,3032.0,2,675000.0,15/07/2017
93.0,2003.0,2.0,403/77 Village Wy,3032.0,2,440000.0,15/07/2017
111.0,1960.0,1.0,13 Allendale Ct,3048.0,3,520000.0,15/07/2017
,,2.0,103 Cassinia Cr,3048.0,3,430000.0,15/07/2017
665.0,,2.0,7 Dalton Ct,3048.0,4,570000.0,15/07/2017
128.0,1985.0,2.0,11 Hermitage Ct,3048.0,3,520000.0,15/07/2017
122.0,1985.0,0.0,16 Papworth Pl,3048.0,4,515000.0,15/07/2017
47.0,2011.0,0.0,806/22 Coromandel Pl,3000.0,2,387000.0,15/07/2017
,,4.0,13 Bridge Rd,3338.0,3,341000.0,15/07/2017
116.0,1975.0,1.0,15 Kurrajong Cr,3338.0,3,336000.0,15/07/2017
142.0,1975.0,3.0,23 Neerim St,3338.0,4,426000.0,15/07/2017
,,2.0,16 Melliodora Dr,3754.0,4,780000.0,15/07/2017
125.0,1980.0,4.0,46 Buckmaster Dr,3082.0,3,775500.0,15/07/2017
132.0,1982.0,2.0,14 Malua Cr,3082.0,3,726000.0,15/07/2017
123.0,1985.0,2.0,6 Whernside Ct,3082.0,4,710000.0,15/07/2017
,,2.0,21B Vernal Av,3132.0,3,1045000.0,15/07/2017
157.0,2010.0,2.0,2/22 Looker Rd,3094.0,3,820000.0,15/07/2017
,1980.0,2.0,6 Wooded Wy,3094.0,3,1301000.0,15/07/2017
,1900.0,1.0,53 Derby St,3039.0,2,951000.0,15/07/2017
151.0,1890.0,2.0,115 Eglinton St,3039.0,4,1425000.0,15/07/2017
109.0,1985.0,2.0,10 Barilla Rd,3189.0,3,935000.0,15/07/2017
,,1.0,36 Bellara Dr,3138.0,3,637500.0,15/07/2017
,,3.0,27 Marion Av,3138.0,3,780000.0,15/07/2017
,,2.0,5 Charlton St,3149.0,3,1800000.0,15/07/2017
,,2.0,3 Kunzea Ct,3149.0,3,1700000.0,15/07/2017
398.0,2016.0,2.0,46 Sesame St,3149.0,5,2248000.0,15/07/2017
148.47,1960.0,2.0,2 Viewbank Rd,3149.0,3,1260000.0,15/07/2017
130.0,1965.0,1.0,27 Glencairn St,3170.0,5,960000.0,15/07/2017
,,1.0,16/5 Murrumbeena Rd,3163.0,2,550000.0,15/07/2017
137.0,1994.0,1.0,9/14 Wahroongaa Cr,3163.0,3,956000.0,15/07/2017
,,2.0,25 Franleigh Dr,3805.0,3,620000.0,15/07/2017
121.0,1990.0,2.0,2 Ireland Av,3805.0,3,605000.0,15/07/2017
,,2.0,4/23 Carmen St,3015.0,3,740000.0,15/07/2017
,,0.0,59 Ford St,3015.0,3,990000.0,15/07/2017
148.0,1970.0,2.0,42 Newman Cr,3042.0,4,950000.0,15/07/2017
,,2.0,46 Jacana St,3174.0,4,650000.0,15/07/2017
,,2.0,14 Mons Pde,3174.0,3,752000.0,15/07/2017
53.0,2004.0,1.0,1/150 Peel St,3051.0,2,541000.0,15/07/2017
124.0,1920.0,0.0,179 Arthurton Rd,3070.0,3,1307500.0,15/07/2017
,1940.0,2.0,15 Bird Av,3070.0,3,1100000.0,15/07/2017
,,2.0,182 Separation St,3070.0,3,1050000.0,15/07/2017
,1950.0,2.0,8 Swift St,3070.0,3,1800000.0,15/07/2017
,,2.0,73 Westbourne Gr,3070.0,3,1550000.0,15/07/2017
167.0,1970.0,3.0,3 Risdon Dr,3168.0,4,1211000.0,15/07/2017
,,2.0,21 Marie St,3046.0,3,970000.0,15/07/2017
,,2.0,4 School Ct,3046.0,4,1453000.0,15/07/2017
193.0,1950.0,2.0,42 Bishop St,3166.0,4,1610000.0,15/07/2017
122.0,1970.0,3.0,3 McKenzie Ct,3166.0,2,1150000.0,15/07/2017
,2015.0,2.0,24 Henrietta Av,3809.0,4,559000.0,15/07/2017
553.0,2005.0,2.0,4 Toorang Ct,3810.0,4,435000.0,15/07/2017
131.0,2013.0,2.0,1/6 Birdwood St,3195.0,3,1190000.0,15/07/2017
88.0,2007.0,1.0,4/25 White St,3195.0,1,503750.0,15/07/2017
,,2.0,30 Irvine St,3044.0,2,962000.0,15/07/2017
,,2.0,8 Sunbeam St,3044.0,3,629000.0,15/07/2017
,,1.0,17 Wicklow St,3044.0,3,881000.0,15/07/2017
531.0,2012.0,2.0,84 Beachview Pde,3030.0,4,690000.0,15/07/2017
182.9,2006.0,2.0,49 Lindsay Gdns,3030.0,4,596000.0,15/07/2017
190.0,2012.0,2.0,15 Metcalf Wy,3030.0,4,698000.0,15/07/2017
78.0,1960.0,1.0,6/299 Dandenong Rd,3181.0,2,500000.0,15/07/2017
130.0,,4.0,7 Kenneth St,3072.0,4,1060500.0,15/07/2017
,,2.0,21 Wurruk Av,3072.0,4,990000.0,15/07/2017
,1970.0,1.0,4/23 Compton St,3073.0,2,652000.0,15/07/2017
115.0,1970.0,2.0,66 Crookston Rd,3073.0,3,953000.0,15/07/2017
81.0,2012.0,1.0,6/767 High St,3073.0,2,468000.0,15/07/2017
138.0,2013.0,1.0,2/27 Horton St,3073.0,2,710000.0,15/07/2017
,,2.0,11B Mahoneys Rd,3073.0,3,550000.0,15/07/2017
